line_no,code,text,encoding
1149,7242,"7242,カヤバ,1,1,0,1,カヤバ,17,0,17,0,7242",cp932
1150,7244,"7244,市光工業,1,0,0,1,市光工業,16,0,16,0,7244",cp932
1151,7245,"7245,大同メタル工,1,0,0,1,大同メタル工業,17,0,17,0,7245",cp932
1152,7246,"7246,プレス工業,1,0,0,1,プレス工業,17,0,17,0,7246",cp932
1153,7250,"7250,太平洋工業,1,0,0,1,太平洋工業,17,0,17,0,7250",cp932
1154,7259,"7259,アイシン,1,0,0,1,アイシン,17,0,17,1,7259",cp932
1155,7261,"7261,マツダ,1,0,1,1,マツダ,17,0,17,0,7261",cp932
1156,7267,"7267,本田技研工業,1,0,1,1,本田技研工業,17,0,17,1,7267",cp932
1157,7269,"7269,スズキ,1,0,1,1,スズキ,17,0,17,1,7269",cp932
1158,7270,"7270,ＳＵＢＡＲＵ,1,0,1,1,ＳＵＢＡＲＵ,17,0,17,1,7270",cp932
1159,7272,"7272,ヤマハ発動機,1,1,1,1,ヤマハ発動機,17,0,17,1,7272",cp932
1160,7276,"7276,小糸製作所,1,0,0,1,小糸製作所,16,0,16,1,7276",cp932
1161,7278,"7278,エクセディ,1,0,0,1,エクセディ,17,0,17,0,7278",cp932
1162,7280,"7280,ミツバ,1,1,0,1,ミツバ,16,0,16,0,7280",cp932
1163,7282,"7282,豊田合成,1,0,0,1,豊田合成,17,0,17,1,7282",cp932
1164,7283,"7283,愛三工業,1,0,0,1,愛三工業,17,0,17,0,7283",cp932
1165,7294,"7294,ヨロズ,1,0,0,1,ヨロズ,17,0,17,0,7294",cp932
1166,7296,"7296,エフ・シー・,1,0,0,1,エフ・シー・シー,17,0,17,0,7296",cp932
1167,7309,"7309,シマノ,1,0,0,1,シマノ,17,0,17,1,7309",cp932
1168,7313,"7313,テイ・エス　,1,0,0,1,テイ・エス　テック,17,0,17,1,7313",cp932
1169,7322,"7322,三十三フィナ,1,0,0,1,三十三フィナンシャルグループ,22,0,22,0,7322",cp932
1170,7327,"7327,第四北越フィ,1,0,0,1,第四北越フィナンシャルグループ,22,0,22,0,7327",cp932
1171,7337,"7337,ひろぎんホー,1,0,0,1,ひろぎんホールディングス,22,0,22,0,7337",cp932
1172,7347,"7347,マーキュリア,1,0,0,1,マーキュリアホールディングス,24,0,24,0,7347",cp932
1173,7350,"7350,おきなわフィ,1,0,0,1,おきなわフィナンシャルグループ,22,0,22,0,7350",cp932
1174,7366,"7366,ＬＩＴＡＬＩ,1,0,0,1,ＬＩＴＡＬＩＣＯ,33,0,33,0,7366",cp932
1175,7380,"7380,十六フィナン,1,0,0,1,十六フィナンシャルグループ,22,0,22,0,7380",cp932
1176,7381,"7381,北國フィナン,1,0,0,1,北國フィナンシャルホールディングス,22,0,22,0,7381",cp932
1177,7383,"7383,ネットプロテ,1,0,0,1,ネットプロテクションズホールディングス,23,0,23,0,7383",cp932
1178,7384,"7384,プロクレアホ,1,0,0,1,プロクレアホールディングス,22,0,22,0,7384",cp932
1179,7388,"7388,ＦＰパートナ,1,0,0,1,ＦＰパートナー,25,0,25,0,7388",cp932
1180,7389,"7389,あいちフィナ,1,0,0,1,あいちフィナンシャルグループ,22,0,22,0,7389",cp932
1181,7408,"7408,ジャムコ,1,0,0,1,ジャムコ,17,0,17,0,7408",cp932
1182,7414,"7414,小野建,1,0,0,1,小野建,20,0,20,0,7414",cp932
1183,7419,"7419,ノジマ,1,1,0,1,ノジマ,21,0,21,1,7419",cp932
1184,7420,"7420,佐鳥電機,1,1,0,1,佐鳥電機,20,0,20,0,7420",cp932
1185,7421,"7421,カッパ・クリ,1,0,0,1,カッパ・クリエイト,21,0,21,0,7421",cp932
1186,7433,"7433,伯東,1,0,0,1,伯東,20,0,20,0,7433",cp932
1187,7438,"7438,コンドーテッ,1,0,0,1,コンドーテック,20,0,20,0,7438",cp932
1188,7447,"7447,ナガイレーベ,1,0,0,1,ナガイレーベン,20,0,20,0,7447",cp932
1189,7453,"7453,良品計画,1,0,0,1,良品計画,21,0,21,1,7453",cp932
1190,7456,"7456,松田産業,1,0,0,1,松田産業,20,0,20,0,7456",cp932
1191,7458,"7458,第一興商,1,0,0,1,第一興商,20,0,20,0,7458",cp932
1192,7459,"7459,メディパルホ,1,0,0,1,メディパルホールディングス,20,0,20,1,7459",cp932
1193,7466,"7466,ＳＰＫ,1,0,0,1,ＳＰＫ,20,0,20,0,7466",cp932
1194,7467,"7467,萩原電気ホー,1,0,0,1,萩原電気ホールディングス,20,0,20,0,7467",cp932
1195,7475,"7475,アルビス,1,0,0,1,アルビス,21,0,21,0,7475",cp932
1196,7476,"7476,アズワン,1,0,0,1,アズワン,20,0,20,0,7476",cp932
1197,7482,"7482,シモジマ,1,1,0,1,シモジマ,20,0,20,0,7482",cp932
1198,7483,"7483,ドウシシャ,1,0,0,1,ドウシシャ,20,0,20,0,7483",cp932
1199,7504,"7504,高速,1,1,0,1,高速,20,0,20,0,7504",cp932
1200,7508,"7508,Ｇ‐７ホール,1,0,0,1,Ｇ‐７ホールディングス,21,0,21,0,7508",cp932
1201,7510,"7510,たけびし,1,1,0,1,たけびし,20,0,20,0,7510",cp932
1202,7513,"7513,コジマ,1,1,0,1,コジマ,21,0,21,0,7513",cp932
1203,7516,"7516,コーナン商事,1,1,0,1,コーナン商事,21,0,21,1,7516",cp932
1204,7520,"7520,エコス,1,0,0,1,エコス,21,0,21,0,7520",cp932
1205,7522,"7522,ワタミ,1,1,0,1,ワタミ,21,0,21,0,7522",cp932
1206,7525,"7525,リックス,1,0,0,1,リックス,20,0,20,0,7525",cp932
1207,7532,"7532,パン・パシフ,1,0,0,0,パン・パシフィック・インターナショナルホールディングス,21,0,21,1,7532",cp932
1208,7537,"7537,丸文,1,1,0,1,丸文,20,0,20,0,7537",cp932
1209,7545,"7545,西松屋チェー,1,0,0,1,西松屋チェーン,21,0,21,0,7545",cp932
1210,7550,"7550,ゼンショーホ,1,0,0,1,ゼンショーホールディングス,21,0,21,1,7550",cp932
1211,7552,"7552,ハピネット,1,1,0,1,ハピネット,20,0,20,0,7552",cp932
1212,7554,"7554,幸楽苑,1,1,0,1,幸楽苑,21,0,21,0,7554",cp932
1213,7575,"7575,日本ライフラ,1,0,0,1,日本ライフライン,20,0,20,1,7575",cp932
1214,7581,"7581,サイゼリヤ,1,0,0,1,サイゼリヤ,21,0,21,0,7581",cp932
1215,7593,"7593,ＶＴホールデ,1,0,0,1,ＶＴホールディングス,21,0,21,0,7593",cp932
1216,7595,"7595,アルゴグラフ,1,0,0,1,アルゴグラフィックス,31,0,31,0,7595",cp932
1217,7596,"7596,魚力,1,0,0,1,魚力,21,0,21,0,7596",cp932
1218,7599,"7599,ＩＤＯＭ,1,0,0,1,ＩＤＯＭ,20,0,20,0,7599",cp932
1219,7600,"7600,日本エム・デ,1,0,0,1,日本エム・ディ・エム,19,0,19,0,7600",cp932
1220,7605,"7605,フジ・コーポ,1,0,0,1,フジ・コーポレーション,21,0,21,0,7605",cp932
1221,7606,"7606,ユナイテッド,1,0,0,1,ユナイテッドアローズ,21,0,21,0,7606",cp932
1222,7607,"7607,進和,1,1,0,1,進和,20,0,20,0,7607",cp932
1223,7609,"7609,ダイトロン,1,0,0,1,ダイトロン,20,0,20,0,7609",cp932
1224,7611,"7611,ハイデイ日高,1,1,0,1,ハイデイ日高,21,0,21,0,7611",cp932
1225,7613,"7613,シークス,1,0,0,1,シークス,20,0,20,0,7613",cp932
1226,7616,"7616,コロワイド,1,1,0,1,コロワイド,21,0,21,0,7616",cp932
1227,7628,"7628,オーハシテク,1,0,0,1,オーハシテクニカ,20,0,20,0,7628",cp932
1228,7630,"7630,壱番屋,1,1,0,1,壱番屋,21,0,21,0,7630",cp932
1229,7637,"7637,白銅,1,1,0,1,白銅,20,0,20,0,7637",cp932
1230,7649,"7649,スギホールデ,1,0,0,1,スギホールディングス,21,0,21,1,7649",cp932
1231,7679,"7679,薬王堂ホール,1,0,0,1,薬王堂ホールディングス,21,0,21,0,7679",cp932
1232,7683,"7683,ダブルエー,1,0,0,1,ダブルエー,21,0,21,0,7683",cp932
1233,7701,"7701,島津製作所,1,0,0,1,島津製作所,19,0,19,1,7701",cp932
1234,7715,"7715,長野計器,1,0,0,1,長野計器,19,0,19,0,7715",cp932
1235,7717,"7717,ブイ・テクノ,1,0,0,1,ブイ・テクノロジー,19,0,19,1,7717",cp932
1236,7718,"7718,スター精密,1,1,0,1,スター精密,15,0,15,0,7718",cp932
1237,7721,"7721,東京計器,1,0,0,1,東京計器,19,0,19,0,7721",cp932
1238,7723,"7723,愛知時計電機,1,1,0,1,愛知時計電機,19,0,19,0,7723",cp932
1239,7725,"7725,インターアク,1,0,0,1,インターアクション,19,0,19,0,7725",cp932
1240,7729,"7729,東京精密,1,1,0,1,東京精密,19,0,19,1,7729",cp932
1241,7730,"7730,マニー,1,0,0,1,マニー,19,0,19,0,7730",cp932
1242,7731,"7731,ニコン,1,0,1,1,ニコン,19,0,19,0,7731",cp932
1243,7732,"7732,トプコン,1,0,0,1,トプコン,19,0,19,0,7732",cp932
1244,7733,"7733,オリンパス,1,0,1,1,オリンパス,19,0,19,1,7733",cp932
1245,7734,"7734,理研計器,1,0,0,1,理研計器,19,0,19,0,7734",cp932
1246,7735,"7735,ＳＣＲＥＥＮ,1,0,1,1,ＳＣＲＥＥＮホールディングス,16,0,16,1,7735",cp932
1247,7739,"7739,キヤノン電子,1,1,0,1,キヤノン電子,16,0,16,0,7739",cp932
1248,7740,"7740,タムロン,1,1,0,1,タムロン,19,0,19,0,7740",cp932
1249,7741,"7741,ＨＯＹＡ,1,0,0,1,ＨＯＹＡ,19,0,19,1,7741",cp932
1250,7744,"7744,ノーリツ鋼機,1,1,0,1,ノーリツ鋼機,19,0,19,0,7744",cp932
1251,7745,"7745,Ａ＆Ｄホロン,1,0,0,1,Ａ＆Ｄホロンホールディングス,19,0,19,0,7745",cp932
1252,7747,"7747,朝日インテッ,1,0,0,1,朝日インテック,19,0,19,1,7747",cp932
1253,7751,"7751,キヤノン,1,0,1,1,キヤノン,16,0,16,0,7751",cp932
1254,7752,"7752,リコー,1,0,1,1,リコー,16,0,16,0,7752",cp932
1255,7762,"7762,シチズン時計,1,1,1,1,シチズン時計,19,0,19,0,7762",cp932
1256,7769,"7769,リズム,1,8,0,1,リズム,19,0,19,0,7769",cp932
1257,7780,"7780,メニコン,1,0,0,1,メニコン,19,0,19,0,7780",cp932
1258,7817,"7817,パラマウント,1,0,0,1,パラマウントベッドホールディングス,18,0,18,0,7817",cp932
1259,7818,"7818,トランザクシ,1,0,0,1,トランザクション,18,0,18,0,7818",cp932
1260,7820,"7820,ニホンフラッ,1,0,0,1,ニホンフラッシュ,18,0,18,0,7820",cp932
1261,7821,"7821,前田工繊,1,1,0,1,前田工繊,18,0,18,0,7821",cp932
1262,7826,"7826,フルヤ金属,1,1,0,1,フルヤ金属,18,0,18,0,7826",cp932
1263,7832,"7832,バンダイナム,1,0,1,1,バンダイナムコホールディングス,18,0,18,1,7832",cp932
1264,7839,"7839,ＳＨＯＥＩ,1,0,0,1,ＳＨＯＥＩ,18,0,18,0,7839",cp932
1265,7840,"7840,フランスベッ,1,0,0,1,フランスベッドホールディングス,18,0,18,0,7840",cp932
1266,7844,"7844,マーベラス,1,0,0,1,マーベラス,31,0,31,0,7844",cp932
1267,7846,"7846,パイロットコ,1,0,0,1,パイロットコーポレーション,18,0,18,1,7846",cp932
1268,7856,"7856,萩原工業,1,0,0,1,萩原工業,18,0,18,0,7856",cp932
1269,7860,"7860,エイベックス,1,0,0,1,エイベックス,31,0,31,0,7860",cp932
1270,7864,"7864,フジシールイ,1,0,0,1,フジシールインターナショナル,18,0,18,0,7864",cp932
1271,7867,"7867,タカラトミー,1,0,0,1,タカラトミー,18,0,18,0,7867",cp932
1272,7868,"7868,広済堂ホール,1,0,0,1,広済堂ホールディングス,18,0,18,0,7868",cp932
1273,7874,"7874,レック,1,0,0,1,レック,7,0,7,0,7874",cp932
1274,7888,"7888,三光合成,1,0,0,1,三光合成,7,0,7,0,7888",cp932
1275,7893,"7893,プロネクサス,1,0,0,1,プロネクサス,18,0,18,0,7893",cp932
1276,7911,"7911,ＴＯＰＰＡＮ,1,0,1,1,ＴＯＰＰＡＮホールディングス,18,0,18,0,7911",cp932
1277,7912,"7912,大日本印刷,1,0,1,1,大日本印刷,18,0,18,0,7912",cp932
1278,7914,"7914,共同印刷,1,0,0,1,共同印刷,18,0,18,0,7914",cp932
1279,7915,"7915,ＮＩＳＳＨＡ,1,0,0,1,ＮＩＳＳＨＡ,18,0,18,0,7915",cp932
1280,7917,"7917,ＺＡＣＲＯＳ,1,0,0,1,ＺＡＣＲＯＳ,7,0,7,0,7917",cp932
1281,7921,"7921,ＴＡＫＡＲＡ,1,0,0,1,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,18,0,18,0,7921",cp932
1282,7925,"7925,前澤化成工業,1,0,0,1,前澤化成工業,7,0,7,0,7925",cp932
1283,7931,"7931,未来工業,1,0,0,1,未来工業,7,0,7,0,7931",cp932
1284,7936,"7936,アシックス,1,0,0,1,アシックス,18,0,18,0,7936",cp932
1285,7942,"7942,ＪＳＰ,1,0,0,1,ＪＳＰ,7,0,7,0,7942",cp932
1286,7943,"7943,ニチハ,1,1,0,1,ニチハ,11,0,11,0,7943",cp932
1287,7944,"7944,ローランド,1,2,0,1,ローランド,18,0,18,0,7944",cp932
1288,7947,"7947,エフピコ,1,0,0,1,エフピコ,7,0,7,1,7947",cp932
1289,7949,"7949,小松ウオール,1,0,0,1,小松ウオール工業,18,0,18,0,7949",cp932
1290,7951,"7951,ヤマハ,1,0,1,1,ヤマハ,18,0,18,1,7951",cp932
1291,7952,"7952,河合楽器製作,1,0,0,1,河合楽器製作所,18,0,18,0,7952",cp932
1292,7955,"7955,クリナップ,1,1,0,1,クリナップ,18,0,18,0,7955",cp932
1293,7956,"7956,ピジョン,1,0,0,1,ピジョン,18,0,18,1,7956",cp932
1294,7958,"7958,天馬,1,0,0,1,天馬,7,0,7,0,7958",cp932
1295,7962,"7962,キングジム,1,0,0,1,キングジム,18,0,18,0,7962",cp932
1296,7965,"7965,象印マホービ,1,0,0,1,象印マホービン,16,0,16,0,7965",cp932
1297,7966,"7966,リンテック,1,0,0,1,リンテック,18,0,18,0,7966",cp932
1298,7970,"7970,信越ポリマー,1,0,0,1,信越ポリマー,7,0,7,0,7970",cp932
1299,7972,"7972,イトーキ,1,0,0,1,イトーキ,18,0,18,0,7972",cp932
1300,7974,"7974,任天堂,1,1,1,1,任天堂,18,0,18,1,7974",cp932
1301,7976,"7976,三菱鉛筆,1,1,0,1,三菱鉛筆,18,0,18,0,7976",cp932
1302,7979,"7979,松風,1,0,0,1,松風,19,0,19,0,7979",cp932
1303,7981,"7981,タカラスタン,1,0,0,1,タカラスタンダード,18,0,18,0,7981",cp932
1304,7984,"7984,コクヨ,1,0,0,1,コクヨ,18,0,18,0,7984",cp932
1305,7988,"7988,ニフコ,1,0,0,1,ニフコ,7,0,7,1,7988",cp932
1306,7989,"7989,立川ブライン,1,0,0,1,立川ブラインド工業,13,0,13,0,7989",cp932
1307,7990,"7990,グローブライ,1,0,0,1,グローブライド,18,0,18,0,7990",cp932
1308,7994,"7994,オカムラ,1,0,0,1,オカムラ,18,0,18,0,7994",cp932
1309,7995,"7995,バルカー,1,0,0,1,バルカー,7,0,7,0,7995",cp932
1310,8001,"8001,伊藤忠商事,1,1,1,1,伊藤忠商事,20,0,20,1,8001",cp932
1311,8002,"8002,丸紅,1,1,1,1,丸紅,20,0,20,1,8002",cp932
1312,8005,"8005,スクロール,1,0,0,1,スクロール,21,0,21,0,8005",cp932
1313,8007,"8007,高島,1,0,0,1,高島,20,0,20,0,8007",cp932
1314,8008,"8008,ヨンドシーホ,1,0,0,1,ヨンドシーホールディングス,21,0,21,0,8008",cp932
1315,8011,"8011,三陽商会,1,1,0,1,三陽商会,5,0,5,0,8011",cp932
1316,8012,"8012,長瀬産業,1,0,0,1,長瀬産業,20,0,20,0,8012",cp932
1317,8014,"8014,蝶理,1,1,0,1,蝶理,20,0,20,0,8014",cp932
1318,8015,"8015,豊田通商,1,0,1,1,豊田通商,20,0,20,1,8015",cp932
1319,8016,"8016,オンワードホ,1,0,0,1,オンワードホールディングス,5,0,5,0,8016",cp932
1320,8020,"8020,兼松,1,0,0,1,兼松,20,0,20,1,8020",cp932
1321,8022,"8022,美津濃,1,1,0,1,美津濃,18,0,18,0,8022",cp932
1322,8031,"8031,三井物産,1,0,1,1,三井物産,20,0,20,1,8031",cp932
1323,8032,"8032,日本紙パルプ,1,0,0,1,日本紙パルプ商事,20,0,20,0,8032",cp932
1324,8035,"8035,東京エレクト,1,0,1,1,東京エレクトロン,16,0,16,1,8035",cp932
1325,8037,"8037,カメイ,1,0,0,1,カメイ,20,0,20,0,8037",cp932
1326,8043,"8043,スターゼン,1,0,0,1,スターゼン,20,0,20,0,8043",cp932
1327,8050,"8050,セイコーグル,1,0,0,1,セイコーグループ,19,0,19,0,8050",cp932
1328,8051,"8051,山善,1,1,0,1,山善,20,0,20,0,8051",cp932
1329,8052,"8052,椿本興業,1,0,0,1,椿本興業,20,0,20,0,8052",cp932
1330,8053,"8053,住友商事,1,1,1,1,住友商事,20,0,20,1,8053",cp932
1331,8056,"8056,ＢＩＰＲＯＧ,1,0,0,1,ＢＩＰＲＯＧＹ,31,0,31,1,8056",cp932
1332,8057,"8057,内田洋行,1,1,0,1,内田洋行,20,0,20,0,8057",cp932
1333,8058,"8058,三菱商事,1,1,1,1,三菱商事,20,0,20,1,8058",cp932
1334,8059,"8059,第一実業,1,0,0,1,第一実業,20,0,20,0,8059",cp932
1335,8060,"8060,キヤノンマー,1,0,0,1,キヤノンマーケティングジャパン,20,0,20,0,8060",cp932
1336,8061,"8061,西華産業,1,0,0,1,西華産業,20,0,20,0,8061",cp932
1337,8065,"8065,佐藤商事,1,1,0,1,佐藤商事,20,0,20,0,8065",cp932
1338,8068,"8068,菱洋エレクト,1,0,0,0,菱洋エレクトロ,21,1,21,0,8068",cp932
1339,8070,"8070,東京産業,1,0,0,1,東京産業,20,0,20,0,8070",cp932
1340,8074,"8074,ユアサ商事,1,1,0,1,ユアサ商事,20,0,20,0,8074",cp932
1341,8075,"8075,神鋼商事,1,1,0,1,神鋼商事,20,0,20,0,8075",cp932
1342,8078,"8078,阪和興業,1,0,0,1,阪和興業,20,0,20,0,8078",cp932
1343,8079,"8079,正栄食品工業,1,0,0,1,正栄食品工業,20,0,20,0,8079",cp932
1344,8081,"8081,カナデン,1,0,0,1,カナデン,20,0,20,0,8081",cp932
1345,8084,"8084,ＲＹＯＤＥＮ,1,0,0,1,ＲＹＯＤＥＮ,20,0,20,0,8084",cp932
1346,8086,"8086,ニプロ,1,0,0,1,ニプロ,19,0,19,0,8086",cp932
1347,8088,"8088,岩谷産業,1,0,0,1,岩谷産業,20,0,20,1,8088",cp932
1348,8091,"8091,ニチモウ,1,0,0,1,ニチモウ,20,0,20,0,8091",cp932
1349,8093,"8093,極東貿易,1,1,0,1,極東貿易,20,0,20,0,8093",cp932
1350,8095,"8095,アステナホー,1,0,0,1,アステナホールディングス,20,0,20,0,8095",cp932
1351,8097,"8097,三愛オブリ,1,0,0,1,三愛オブリ,20,0,20,0,8097",cp932
1352,8098,"8098,稲畑産業,1,0,0,1,稲畑産業,20,0,20,0,8098",cp932
1353,8101,"8101,ＧＳＩクレオ,1,0,0,1,ＧＳＩクレオス,20,0,20,0,8101",cp932
1354,8103,"8103,明和産業,1,0,0,1,明和産業,20,0,20,0,8103",cp932
1355,8111,"8111,ゴールドウイ,1,0,0,1,ゴールドウイン,5,0,5,1,8111",cp932
1356,8113,"8113,ユニ・チャー,1,0,0,1,ユニ・チャーム,7,0,7,1,8113",cp932
1357,8125,"8125,ワキタ,1,0,0,1,ワキタ,20,0,20,0,8125",cp932
1358,8129,"8129,東邦ホールデ,1,0,0,1,東邦ホールディングス,20,0,20,0,8129",cp932
1359,8130,"8130,サンゲツ,1,1,0,1,サンゲツ,20,0,20,0,8130",cp932
1360,8132,"8132,シナネンホー,1,0,0,1,シナネンホールディングス,20,0,20,0,8132",cp932
1361,8133,"8133,伊藤忠エネク,1,0,0,1,伊藤忠エネクス,20,0,20,0,8133",cp932
1362,8136,"8136,サンリオ,1,0,0,1,サンリオ,20,0,20,0,8136",cp932
1363,8137,"8137,サンワテクノ,1,0,0,1,サンワテクノス,20,0,20,0,8137",cp932
1364,8140,"8140,リョーサン,1,0,0,0,リョーサン,21,1,21,0,8140",cp932
1365,8141,"8141,新光商事,1,1,0,1,新光商事,20,0,20,0,8141",cp932
1366,8142,"8142,トーホー,1,0,0,1,トーホー,20,0,20,0,8142",cp932
1367,8150,"8150,三信電気,1,1,0,1,三信電気,20,0,20,0,8150",cp932
1368,8151,"8151,東陽テクニカ,1,0,0,1,東陽テクニカ,20,0,20,0,8151",cp932
1369,8153,"8153,モスフードサ,1,0,0,1,モスフードサービス,20,0,20,0,8153",cp932
1370,8154,"8154,加賀電子,1,1,0,1,加賀電子,20,0,20,0,8154",cp932
1371,8157,"8157,都築電気,1,1,0,1,都築電気,31,0,31,0,8157",cp932
1372,8158,"8158,ソーダニッカ,1,0,0,1,ソーダニッカ,20,0,20,0,8158",cp932
1373,8159,"8159,立花エレテッ,1,0,0,1,立花エレテック,20,0,20,0,8159",cp932
1374,8160,"8160,木曽路,1,0,0,1,木曽路,21,0,21,0,8160",cp932
1375,8163,"8163,ＳＲＳホール,1,0,0,1,ＳＲＳホールディングス,21,0,21,0,8163",cp932
1376,8167,"8167,リテールパー,1,0,0,1,リテールパートナーズ,21,0,21,0,8167",cp932
1377,8173,"8173,上新電機,1,1,0,1,上新電機,21,0,21,0,8173",cp932
1378,8174,"8174,日本瓦斯,1,0,0,1,日本瓦斯,21,0,21,0,8174",cp932
1379,8179,"8179,ロイヤルホー,1,0,0,1,ロイヤルホールディングス,21,0,21,0,8179",cp932
1380,8185,"8185,チヨダ,1,0,0,1,チヨダ,21,0,21,0,8185",cp932
1381,8194,"8194,ライフコーポ,1,0,0,1,ライフコーポレーション,21,0,21,1,8194",cp932
1382,8200,"8200,リンガーハッ,1,0,0,1,リンガーハット,21,0,21,0,8200",cp932
1383,8203,"8203,ＭｒＭａｘＨ,1,0,0,1,ＭｒＭａｘＨＤ,21,0,21,0,8203",cp932
1384,8214,"8214,ＡＯＫＩホー,1,0,0,1,ＡＯＫＩホールディングス,21,0,21,0,8214",cp932
1385,8217,"8217,オークワ,1,0,0,1,オークワ,21,0,21,0,8217",cp932
1386,8218,"8218,コメリ,1,0,0,1,コメリ,21,0,21,0,8218",cp932
1387,8219,"8219,青山商事,1,1,0,1,青山商事,21,0,21,0,8219",cp932
1388,8227,"8227,しまむら,1,1,0,1,しまむら,21,0,21,0,8227",cp932
1389,8233,"8233,高島屋,1,1,1,1,高島屋,21,0,21,0,8233",cp932
1390,8237,"8237,松屋,1,1,0,1,松屋,21,0,21,0,8237",cp932
1391,8242,"8242,エイチ・ツー,1,0,0,1,エイチ・ツー・オー　リテイリング,21,0,21,0,8242",cp932
1392,8252,"8252,丸井グループ,1,1,1,1,丸井グループ,21,0,21,1,8252",cp932
1393,8253,"8253,クレディセゾ,1,0,1,1,クレディセゾン,23,0,23,0,8253",cp932
1394,8255,"8255,アクシアル　,1,0,0,1,アクシアル　リテイリング,21,0,21,0,8255",cp932
1395,8267,"8267,イオン,1,0,1,1,イオン,21,0,21,0,8267",cp932
1396,8273,"8273,イズミ,1,1,0,1,イズミ,21,0,21,1,8273",cp932
1397,8276,"8276,平和堂,1,1,0,1,平和堂,21,0,21,0,8276",cp932
1398,8278,"8278,フジ,1,0,0,1,フジ,21,0,21,0,8278",cp932
1399,8279,"8279,ヤオコー,1,0,0,1,ヤオコー,21,0,21,1,8279",cp932
1400,8281,"8281,ゼビオホール,1,0,0,1,ゼビオホールディングス,21,0,21,0,8281",cp932
1401,8282,"8282,ケーズホール,1,0,0,1,ケーズホールディングス,21,0,21,1,8282",cp932
1402,8283,"8283,ＰＡＬＴＡＣ,1,0,0,1,ＰＡＬＴＡＣ,20,0,20,1,8283",cp932
1403,8303,"8303,ＳＢＩ新生銀,1,0,1,1,ＳＢＩ新生銀行,23,0,23,1,8303",cp932
1404,8304,"8304,あおぞら銀行,1,1,1,1,あおぞら銀行,22,0,22,1,8304",cp932
1405,8306,"8306,三菱ＵＦＪフ,1,0,1,1,三菱ＵＦＪフィナンシャル・グループ,22,0,22,1,8306",cp932
1406,8308,"8308,りそなホール,1,0,1,1,りそなホールディングス,22,0,22,1,8308",cp932
1407,8309,"8309,三井住友トラ,1,0,1,1,三井住友トラストグループ,22,0,22,1,8309",cp932
1408,8316,"8316,三井住友フィ,1,0,1,1,三井住友フィナンシャルグループ,22,0,22,1,8316",cp932
1409,8331,"8331,千葉銀行,1,1,1,1,千葉銀行,22,0,22,1,8331",cp932
1410,8334,"8334,群馬銀行,1,1,0,1,群馬銀行,22,0,22,0,8334",cp932
1411,8336,"8336,武蔵野銀行,1,1,0,1,武蔵野銀行,22,0,22,0,8336",cp932
1412,8337,"8337,千葉興業銀行,1,1,0,1,千葉興業銀行,22,0,22,0,8337",cp932
1413,8338,"8338,筑波銀行,1,1,0,1,筑波銀行,22,0,22,0,8338",cp932
1414,8341,"8341,七十七銀行,1,1,0,1,七十七銀行,22,0,22,0,8341",cp932
1415,8343,"8343,秋田銀行,1,1,0,1,秋田銀行,22,0,22,0,8343",cp932
1416,8344,"8344,山形銀行,1,1,0,1,山形銀行,22,0,22,0,8344",cp932
1417,8345,"8345,岩手銀行,1,1,0,1,岩手銀行,22,0,22,0,8345",cp932
1418,8346,"8346,東邦銀行,1,1,0,1,東邦銀行,22,0,22,0,8346",cp932
1419,8354,"8354,ふくおかフィ,1,0,1,1,ふくおかフィナンシャルグループ,22,0,22,1,8354",cp932
1420,8358,"8358,スルガ銀行,1,1,0,1,スルガ銀行,22,0,22,0,8358",cp932
1421,8359,"8359,八十二銀行,1,1,0,1,八十二銀行,22,0,22,0,8359",cp932
1422,8360,"8360,山梨中央銀行,1,1,0,1,山梨中央銀行,22,0,22,0,8360",cp932
1423,8361,"8361,大垣共立銀行,1,1,0,1,大垣共立銀行,22,0,22,0,8361",cp932
1424,8362,"8362,福井銀行,1,1,0,1,福井銀行,22,0,22,0,8362",cp932
1425,8364,"8364,清水銀行,1,1,0,1,清水銀行,22,0,22,0,8364",cp932
1426,8366,"8366,滋賀銀行,1,1,0,1,滋賀銀行,22,0,22,0,8366",cp932
1427,8367,"8367,南都銀行,1,1,0,1,南都銀行,22,0,22,0,8367",cp932
1428,8368,"8368,百五銀行,1,1,0,1,百五銀行,22,0,22,0,8368",cp932
1429,8370,"8370,紀陽銀行,1,1,0,1,紀陽銀行,22,0,22,0,8370",cp932
1430,8377,"8377,ほくほくフィ,1,0,0,1,ほくほくフィナンシャルグループ,22,0,22,0,8377",cp932
1431,8381,"8381,山陰合同銀行,1,1,0,1,山陰合同銀行,22,0,22,0,8381",cp932
1432,8386,"8386,百十四銀行,1,1,0,1,百十四銀行,22,0,22,0,8386",cp932
1433,8387,"8387,四国銀行,1,1,0,1,四国銀行,22,0,22,0,8387",cp932
1434,8388,"8388,阿波銀行,1,1,0,1,阿波銀行,22,0,22,0,8388",cp932
1435,8392,"8392,大分銀行,1,1,0,1,大分銀行,22,0,22,0,8392",cp932
1436,8393,"8393,宮崎銀行,1,1,0,1,宮崎銀行,22,0,22,0,8393",cp932
1437,8395,"8395,佐賀銀行,1,1,0,1,佐賀銀行,22,0,22,0,8395",cp932
1438,8399,"8399,琉球銀行,1,1,0,1,琉球銀行,22,0,22,0,8399",cp932
